tripduration,starttime,,,start station name,,,,end station name,,,bikeid,usertype,birth year,gender
414,2013-06-02 11:38,,,Old Fulton St,,,,Pearl St & Anchorage Pl,,,18313,Customer,NULL,0
4928,2013-06-02 11:38,,,MacDougal St & Prince St,,,,Broadway & W 53 St,,,19321,Customer,NULL,0
1458,2013-06-02 11:38,,,Clinton St & Grand St,,,,West Thames St,,,19499,Customer,NULL,0
1818,2013-06-02 11:38,,,Rivington St & Chrystie St,,,,Broadway & W 51 St,,,18857,Customer,NULL,0
1683,2013-06-02 11:38,,,E 25 St & 1 Ave,,,,Jay St & Tech Pl,,,18269,Customer,NULL,0
1102,2013-06-02 11:38,,,Cadman Plaza W & Pierrepont St,,,,Henry St & Atlantic Ave,,,20192,Customer,NULL,0
1029,2013-06-02 11:38,,,Broadway & E 14 St,,,,9 Ave & W 22 St,,,19287,Subscriber,1975,1
1655,2013-06-02 11:38,,,Broadway & E 14 St,,,,W 20 St & 11 Ave,,,17693,Customer,NULL,0
1554,2013-06-02 11:38,,,S 5 Pl & S 5 St,,,,York St & Jay St,,,19660,Customer,NULL,0
4222,2013-06-02 11:38,,,E 52 St & 2 Ave,,,,South St & Gouverneur Ln,,,15869,Customer,NULL,0
2272,2013-06-02 11:38,,,W 20 St & 11 Ave,,,,Henry St & Atlantic Ave,,,17172,Customer,NULL,0
1669,2013-06-02 11:38,,,Broadway & E 14 St,,,,W 18 St & 6 Ave,,,19197,Customer,NULL,0
515,2013-06-02 11:38,,,Allen St & Stanton St,,,,E 11 St & 2 Ave,,,14638,Customer,NULL,0
991,2013-06-02 11:38,,,Christopher St & Greenwich St,,,,W Broadway & Spring St,,,17085,Customer,NULL,0
1956,2013-06-02 11:38,,,Christopher St & Greenwich St,,,,E 52 St & 2 Ave,,,17293,Customer,NULL,0
1220,2013-06-02 11:38,,,Clinton St & Grand St,,,,Avenue D & E 12 St,,,17939,Customer,NULL,0
15934,2013-06-02 11:38,,,Hicks St & Montague St,,,,E 15 St & 3 Ave,,,19789,Subscriber,1983,1
481,2013-06-02 11:38,,,Allen St & Stanton St,,,,E 11 St & 2 Ave,,,15831,Customer,NULL,0
2062,2013-06-02 11:38,,,E 2 St & Avenue C,,,,William St & Pine St,,,20166,Subscriber,1989,1
1391,2013-06-02 11:39,,,Front St & Washington St,,,,Lawrence St & Willoughby St,,,17062,Customer,NULL,0
2552,2013-06-02 11:39,,,Broadway & W 56 St,,,,Rivington St & Chrystie St,,,15912,Subscriber,1984,2
1930,2013-06-02 11:39,,,Fulton St & William St,,,,E 52 St & 2 Ave,,,17482,Customer,NULL,0
1204,2013-06-02 11:38,,,Clinton St & Grand St,,,,Avenue D & E 12 St,,,16537,Customer,NULL,0
251,2013-06-02 11:39,,,W 20 St & 7 Ave,,,,Catherine St & Monroe St,,,19156,Subscriber,1967,1
776,2013-06-02 11:39,,,W 52 St & 5 Ave,,,,Broadway & W 29 St,,,18567,Customer,NULL,0
1517,2013-06-02 11:39,,,E 20 St & 2 Ave,,,,9 Ave & W 18 St,,,14987,Customer,NULL,0
4866,2013-06-02 11:39,,,Central Park S & 6 Ave,,,,W 20 St & 11 Ave,,,15440,Customer,NULL,0
809,2013-06-02 11:39,,,Allen St & Stanton St,,,,Cleveland Pl & Spring St,,,17146,Customer,NULL,0
1843,2013-06-02 11:39,,,Shevchenko Pl & E 7 St,,,,Liberty St & Broadway,,,17008,Subscriber,1990,1
4854,2013-06-02 11:39,,,Central Park S & 6 Ave,,,,Broadway & W 53 St,,,15374,Customer,NULL,0
1496,2013-06-02 11:39,,,E 20 St & 2 Ave,,,,9 Ave & W 18 St,,,19021,Customer,NULL,0
2536,2013-06-02 11:39,,,Kent Ave & S 11 St,,,,W 20 St & 11 Ave,,,16774,Customer,NULL,0
1740,2013-06-02 11:39,,,W 21 St & 6 Ave,,,,Broadway & W 51 St,,,19264,Customer,NULL,0
655,2013-06-02 11:39,,,E 16 St & 5 Ave,,,,NULL,,,18677,Subscriber,1959,1
426,2013-06-02 11:40,,,E 17 St & Broadway,,,,9 Ave & W 18 St,,,16938,Subscriber,1954,1
770,2013-06-02 11:40,,,W 45 St & 6 Ave (1),,,,Broadway & W 29 St,,,16795,Customer,NULL,0
1324,2013-06-02 11:40,,,University Pl & E 14 St,,,,E 4 St & 2 Ave,,,17250,Customer,NULL,0
546,2013-06-02 11:40,,,E 2 St & Avenue B,,,,W 13 St & 7 Ave,,,17221,Subscriber,1967,1
820,2013-06-02 11:39,,,W 4 St & 7 Ave S,,,,W 20 St & 11 Ave,,,19984,Subscriber,1946,1
1259,2013-06-02 11:40,,,W 49 St & 8 Ave,,,,Watts St & Greenwich St,,,19538,Subscriber,1980,1
660,2013-06-02 11:40,,,3969.TEMP (Bike The Branches - Central Branch),,,,E 10 St & Avenue A,,,16249,Customer,NULL,0
1822,2013-06-02 11:40,,,E 58 St & 3 Ave,,,,E 52 St & 2 Ave,,,18825,Customer,NULL,0
850,2013-06-02 11:40,,,Rivington St & Chrystie St,,,,E 31 St & 3 Ave,,,19263,Customer,NULL,0
694,2013-06-02 11:40,,,E 32 St & Park Ave,,,,E 55 St & Lexington Ave,,,16506,Customer,NULL,0
571,2013-06-02 11:40,,,Howard St & Centre St,,,,Pearl St & Hanover Square,,,18809,Customer,NULL,0
1541,2013-06-02 11:40,,,Cherry St,,,,Suffolk St & Stanton St,,,17288,Customer,NULL,0
1093,2013-06-02 11:40,,,St Marks Pl & 2 Ave,,,,E 31 St & 3 Ave,,,19909,Subscriber,1984,2
955,2013-06-02 11:40,,,E 7 St & Avenue A,,,,Clinton St & Grand St,,,17830,Customer,NULL,0
1512,2013-06-02 11:40,,,W 18 St & 6 Ave,,,,NULL,,,17045,Customer,NULL,0
1632,2013-06-02 11:40,,,NYCBS Depot - DEL,,,,Broadway & E 22 St,,,15914,Subscriber,1965,2
671,2013-06-02 11:40,,,E 32 St & Park Ave,,,,Broadway & E 14 St,,,16308,Customer,NULL,0
1463,2013-06-02 11:41,,,Lefferts Pl & Franklin Ave,,,,W 37 St & 5 Ave,,,18680,Customer,NULL,0
1524,2013-06-02 11:41,,,W 18 St & 6 Ave,,,,W 20 St & 11 Ave,,,15610,Customer,NULL,0
1601,2013-06-02 11:41,,,W 49 St & 8 Ave,,,,Lawrence St & Willoughby St,,,19888,Subscriber,1980,1
918,2013-06-02 11:41,,,E 7 St & Avenue A,,,,Clinton St & Grand St,,,18013,Customer,NULL,0
1469,2013-06-02 11:41,,,Cherry St,,,,Suffolk St & Stanton St,,,18165,Customer,NULL,0
810,2013-06-02 11:41,,,Allen St & Hester St,,,,NYCBS Test,,,16515,Customer,NULL,0
1708,2013-06-02 11:41,,,West Thames St,,,,E 39 St & 3 Ave,,,15176,Subscriber,1973,1
764,2013-06-02 11:41,,,Perry St & Bleecker St,,,,Murray St & West St,,,19547,Subscriber,1985,1
1128,2013-06-02 11:41,,,Cliff St & Fulton St,,,,Greenwich Ave & Charles St,,,20233,Customer,NULL,0
1444,2013-06-02 11:41,,,E 16 St & 5 Ave,,,,Reade St & Broadway,,,18059,Customer,NULL,0
674,2013-06-02 11:41,,,E 20 St & FDR Drive,,,,E 7 St & Avenue A,,,19834,Subscriber,1976,2
836,2013-06-02 11:41,,,Rivington St & Chrystie St,,,,E 31 St & 3 Ave,,,18460,Subscriber,1982,1
1272,2013-06-02 11:41,,,11 Ave & W 41 St,,,,Bank St & Washington St,,,15208,Customer,NULL,0
627,2013-06-02 11:42,,,E 20 St & FDR Drive,,,,E 7 St & Avenue A,,,19455,Subscriber,1974,1
1077,2013-06-02 11:41,,,W 11 St & 6 Ave,,,,W 45 St & 6 Ave (1),,,17179,Customer,NULL,0
1076,2013-06-02 11:42,,,E 43 St & Vanderbilt Ave,,,,W 20 St & 7 Ave,,,16532,Subscriber,1977,2
1181,2013-06-02 11:42,,,Front St & Washington St,,,,Lawrence St & Willoughby St,,,19820,Customer,NULL,0
759,2013-06-02 11:42,,,W 39 St & 9 Ave,,,,Franklin St & W Broadway,,,18735,Customer,NULL,0
1512,2013-06-02 11:42,,,W 21 St & 6 Ave,,,,West Thames St,,,16230,Customer,NULL,0
2518,2013-06-02 11:42,,,Barrow St & Hudson St,,,,Murray St & West St,,,17577,Customer,NULL,0
761,2013-06-02 11:42,,,W 39 St & 9 Ave,,,,11 Ave & W 27 St,,,17379,Customer,NULL,0
1236,2013-06-02 11:39,,,Howard St & Centre St,,,,Cleveland Pl & Spring St,,,19807,Subscriber,1956,2
293,2013-06-02 11:42,,,DeKalb Ave & Hudson Ave,,,,Carmine St & 6 Ave,,,18755,Subscriber,1980,2
333,2013-06-02 11:42,,,Mott St & Prince St,,,,Suffolk St & Stanton St,,,19812,Customer,NULL,0
124,2013-06-02 11:42,,,W 37 St & 5 Ave,,,,W 37 St & 5 Ave,,,14565,Customer,NULL,0
486,2013-06-02 11:42,,,Avenue D & E 8 St,,,,Avenue D & E 8 St,,,19515,Customer,NULL,0
917,2013-06-02 11:42,,,West Thames St,,,,West Thames St,,,19140,Subscriber,1961,1
1193,2013-06-02 11:42,,,Peck Slip & Front St,,,,Old Fulton St,,,16781,Subscriber,1971,1
5206,2013-06-02 11:42,,,Norfolk St & Broome St,,,,Rivington St & Ridge St,,,16581,Customer,NULL,0
555,2013-06-02 11:42,,,Rivington St & Chrystie St,,,,Reade St & Broadway,,,19127,Subscriber,1960,2
956,2013-06-02 11:42,,,2 Ave & E 31 St,,,,1 Ave & E 44 St,,,19881,Customer,NULL,0
55110,2013-06-02 11:43,,,University Pl & E 14 St,,,,NULL,,,19724,Customer,NULL,0
1604,2013-06-02 11:43,,,E 51 St & 1 Ave,,,,Rivington St & Chrystie St,,,18967,Customer,NULL,0
3331,2013-06-02 11:43,,,W 42 St & 8 Ave,,,,Bus Slip & State St,,,19462,Customer,NULL,0
5445,2013-06-02 11:43,,,University Pl & E 14 St,,,,Broadway & W 29 St,,,19381,Customer,NULL,0
1246,2013-06-02 11:43,,,Washington Pl & 6 Ave,,,,West St & Chambers St,,,16973,Customer,NULL,0
367,2013-06-02 11:43,,,E 6 St & Avenue D,,,,6 Ave & Canal St,,,14605,Subscriber,1980,1
901,2013-06-02 11:43,,,Norfolk St & Broome St,,,,Metropolitan Ave & Bedford Ave,,,19357,Subscriber,1982,1
3278,2013-06-02 11:43,,,W 42 St & 8 Ave,,,,Bus Slip & State St,,,15637,Customer,NULL,0
504,2013-06-02 11:43,,,E 17 St & Broadway,,,,Bank St & Hudson St,,,17119,Subscriber,1962,1
1144,2013-06-02 11:43,,,Cadman Plaza W & Pierrepont St,,,,Old Fulton St,,,20106,Customer,NULL,0
1124,2013-06-02 11:43,,,Cadman Plaza W & Pierrepont St,,,,Old Fulton St,,,18411,Customer,NULL,0
581,2013-06-02 11:43,,,Rivington St & Ridge St,,,,Division St & Bowery,,,19991,Customer,NULL,0
1548,2013-06-02 11:43,,,E 51 St & 1 Ave,,,,Rivington St & Chrystie St,,,17262,Customer,NULL,0
1066,2013-06-02 11:44,,,9 Ave & W 22 St,,,,Warren St & Church St,,,15024,Subscriber,1962,1
14903,2013-06-02 11:44,,,2 Ave & E 58 St,,,,2 Ave & E 58 St,,,18964,Customer,NULL,0
547,2013-06-02 11:44,,,Market St & Cherry St,,,,John St & William St,,,18236,Subscriber,1983,1
230,2013-06-02 11:41,,,W 15 St & 7 Ave,,,,W 15 St & 7 Ave,,,19259,Subscriber,1970,2
262,2013-06-02 11:44,,,Mercer St & Bleecker St S,,,,Sullivan St & Washington Sq,,,18203,Subscriber,1985,1
1861,2013-06-02 11:44,,,12 Ave & W 40 St,,,,Watts St & Greenwich St,,,19317,Customer,NULL,0
1496,2013-06-02 11:44,,,E 60 St & York Ave,,,,Clinton St & Joralemon St,,,16387,Customer,NULL,0
542,2013-06-02 11:44,,,Park Ave & St Edwards St,,,,Myrtle Ave & St Edwards St,,,15717,Subscriber,1984,2
9057,2013-06-02 11:44,,,W 56 St & 10 Ave,,,,10 Ave & W 28 St,,,15133,Customer,NULL,0
408,2013-06-02 11:44,,,Front St & Gold St,,,,Old Fulton St,,,18318,Subscriber,1984,1
312,2013-06-02 11:44,,,E 9 St & Avenue C,,,,E 6 St & Avenue D,,,19847,Subscriber,1984,2
1508,2013-06-02 11:44,,,Dean St & 4 Ave,,,,Old Fulton St,,,18962,Customer,NULL,0
9074,2013-06-02 11:44,,,W 56 St & 10 Ave,,,,E 56 St & 3 Ave,,,18383,Customer,NULL,0
2112,2013-06-02 11:44,,,Cliff St & Fulton St,,,,Carlton Ave & Park Ave,,,15989,Customer,NULL,0
545,2013-06-02 11:44,,,Park Ave & St Edwards St,,,,9 Ave & W 22 St,,,15719,Subscriber,1982,2
1631,2013-06-02 11:44,,,William St & Pine St,,,,12 Ave & W 40 St,,,17522,Customer,NULL,0
2127,2013-06-02 11:44,,,Cliff St & Fulton St,,,,Carlton Ave & Park Ave,,,14993,Customer,NULL,0
1859,2013-06-02 11:44,,,W 26 St & 10 Ave,,,,Watts St & Greenwich St,,,15458,Customer,NULL,0
568,2013-06-02 11:44,,,Lafayette Ave & Classon Ave,,,,Carmine St & 6 Ave,,,19743,Customer,NULL,0
2126,2013-06-02 11:44,,,John St & William St,,,,Christopher St & Greenwich St,,,16495,Customer,NULL,0
1209,2013-06-02 11:44,,,Reade St & Broadway,,,,W 20 St & 11 Ave,,,16935,Customer,NULL,0
2131,2013-06-02 11:44,,,John St & William St,,,,Fulton St & William St,,,19473,Customer,NULL,0
526,2013-06-02 11:45,,,Lafayette Ave & Classon Ave,,,,DeKalb Ave & S Portland Ave,,,15579,Customer,NULL,0
1169,2013-06-02 11:45,,,E 11 St & 1 Ave,,,,1 Ave & E 44 St,,,14552,Customer,NULL,0
1065,2013-06-02 11:45,,,6 Ave & Broome St,,,,E 17 St & Broadway,,,17837,Customer,NULL,0
483,2013-06-02 11:45,,,E 2 St & Avenue C,,,,Lafayette St & E 8 St,,,17056,Subscriber,1983,1
958,2013-06-02 11:45,,,Front St & Washington St,,,,Lafayette Ave & Classon Ave,,,18772,Subscriber,1989,1
1375,2013-06-02 11:45,,,Lafayette St & Jersey St N,,,,Cherry St,,,15647,Customer,NULL,0
305,2013-06-02 11:45,,,W 26 St & 8 Ave,,,,Rivington St & Chrystie St,,,20237,Subscriber,1967,1
1110,2013-06-02 11:45,,,Carlton Ave & Park Ave,,,,West St & Chambers St,,,15138,Customer,NULL,0
1628,2013-06-02 11:45,,,Carmine St & 6 Ave,,,,Gallatin Pl & Livingston St,,,16071,Customer,NULL,0
1251,2013-06-02 11:45,,,12 Ave & W 40 St,,,,Watts St & Greenwich St,,,16838,Customer,NULL,0
478,2013-06-02 11:45,,,E 9 St & Avenue C,,,,Avenue D & E 3 St,,,16381,Customer,NULL,0
669,2013-06-02 11:45,,,W 56 St & 10 Ave,,,,Allen St & Hester St,,,18673,Customer,NULL,0
288,2013-06-02 11:45,,,W 20 St & 7 Ave,,,,E 16 St & 5 Ave,,,14555,Subscriber,1969,1
1528,2013-06-02 11:46,,,W 37 St & 5 Ave,,,,W 4 St & 7 Ave S,,,16680,Customer,NULL,0
1035,2013-06-02 11:46,,,Peck Slip & Front St,,,,Old Fulton St,,,16867,Customer,NULL,0
1946,2013-06-02 11:46,,,6 Ave & W 33 St,,,,Broadway & W 56 St,,,20336,Customer,NULL,0
323,2013-06-02 11:46,,,S 5 Pl & S 5 St,,,,South St & Whitehall St,,,20027,Customer,NULL,0
1393,2013-06-02 11:46,,,Carlton Ave & Flushing Ave,,,,S 4 St & Wythe Ave,,,19029,Customer,NULL,0
984,2013-06-02 11:46,,,Franklin St & W Broadway,,,,Carlton Ave & Flushing Ave,,,19541,Customer,NULL,0
1790,2013-06-02 11:46,,,W 54 St & 9 Ave,,,,E 51 St & 1 Ave,,,20302,Customer,NULL,0
1235,2013-06-02 11:46,,,E 51 St & 1 Ave,,,,Broadway & W 56 St,,,15385,Subscriber,1959,2
2463,2013-06-02 11:46,,,W 45 St & 6 Ave (1),,,,S 5 Pl & S 5 St,,,18378,Customer,NULL,0
2043,2013-06-02 11:46,,,Mott St & Prince St,,,,LaGuardia Pl & W 3 St,,,16170,Subscriber,1953,1
1931,2013-06-02 11:46,,,6 Ave & W 33 St,,,,Broadway & W 56 St,,,18542,Customer,NULL,0
1547,2013-06-02 11:46,,,W 37 St & 5 Ave,,,,NULL,,,14565,Customer,NULL,0
445,2013-06-02 11:46,,,11 Ave & W 41 St,,,,8 Ave & W 31 St N,,,15353,Subscriber,1985,1
435,2013-06-02 11:46,,,E 20 St & FDR Drive,,,,E 20 St & FDR Drive,,,16349,Customer,NULL,0
1380,2013-06-02 11:46,,,Carlton Ave & Flushing Ave,,,,S 4 St & Wythe Ave,,,15007,Subscriber,1983,1
156,2013-06-02 11:46,,,Pearl St & Hanover Square,,,,Pearl St & Hanover Square,,,14743,Customer,NULL,0
733,2013-06-02 11:46,,,Broadway & W 51 St,,,,W 26 St & 8 Ave,,,19939,Customer,NULL,0
472,2013-06-02 11:46,,,Bank St & Washington St,,,,University Pl & E 14 St,,,15320,Subscriber,1975,1
1185,2013-06-02 11:46,,,Canal St & Rutgers St,,,,W 21 St & 6 Ave,,,15628,Subscriber,1989,1
679,2013-06-02 11:46,,,Hicks St & Montague St,,,,W Broadway & Spring St,,,17374,Customer,NULL,0
1343,2013-06-02 11:46,,,William St & Pine St,,,,Howard St & Centre St,,,15335,Customer,NULL,0
1279,2013-06-02 11:46,,,E 25 St & 2 Ave,,,,Cherry St,,,18616,Customer,NULL,0
1179,2013-06-02 11:46,,,12 Ave & W 40 St,,,,Watts St & Greenwich St,,,15661,Customer,NULL,0
581,2013-06-02 11:46,,,W 49 St & 8 Ave,,,,W 45 St & 8 Ave,,,17595,Customer,NULL,0
2832,2013-06-02 11:47,,,Broadway & W 53 St,,,,Central Park S & 6 Ave,,,19401,Customer,NULL,0
1357,2013-06-02 11:47,,,E 7 St & Avenue A,,,,W Broadway & Spring St,,,17201,Customer,NULL,0
1360,2013-06-02 11:47,,,Clinton St & Tillary St,,,,NULL,,,19851,Customer,NULL,0
1336,2013-06-02 11:47,,,Bayard St & Baxter St,,,,W Broadway & Spring St,,,17612,Customer,NULL,0
1040,2013-06-02 11:47,,,Bank St & Washington St,,,,Lafayette St & E 8 St,,,17091,Subscriber,1976,1
2832,2013-06-02 11:47,,,Broadway & W 53 St,,,,Central Park S & 6 Ave,,,15060,Customer,NULL,0
311,2013-06-02 11:46,,,W 21 St & 6 Ave,,,,W 15 St & 7 Ave,,,17881,Customer,NULL,0
1390,2013-06-02 11:47,,,W 13 St & 7 Ave,,,,W 16 St & The High Line,,,15389,Customer,NULL,0
1221,2013-06-02 11:47,,,Allen St & Stanton St,,,,Rivington St & Chrystie St,,,15476,Customer,NULL,0
31016,2013-06-02 11:47,,,W 33 St & 7 Ave,,,,E 25 St & 1 Ave,,,19231,Customer,NULL,0
679,2013-06-02 11:47,,,2 Ave & E 31 St,,,,1 Ave & E 44 St,,,15616,Customer,NULL,0
2358,2013-06-02 11:47,,,W 18 St & 6 Ave,,,,Broadway & W 56 St,,,18625,Customer,NULL,0
1612,2013-06-02 11:47,,,W 54 St & 9 Ave,,,,E 51 St & 1 Ave,,,19354,Customer,NULL,0
602,2013-06-02 11:47,,,W 20 St & 11 Ave,,,,Christopher St & Greenwich St,,,16818,Customer,NULL,0
945,2013-06-02 11:47,,,Lefferts Pl & Franklin Ave,,,,Clermont Ave & Lafayette Ave,,,15431,Customer,NULL,0
1413,2013-06-02 11:47,,,MacDougal St & Prince St,,,,W 46 St & 11 Ave,,,19478,Customer,NULL,0
2586,2013-06-02 11:47,,,Broadway & W 24 St,,,,Broadway & E 14 St,,,14963,Customer,NULL,0
1419,2013-06-02 11:47,,,E 53 St & Lexington Ave,,,,E 53 St & Lexington Ave,,,16899,Customer,NULL,0
979,2013-06-02 11:47,,,6 Ave & W 33 St,,,,W 21 St & 6 Ave,,,18022,Subscriber,1961,1
1751,2013-06-02 11:48,,,W 49 St & 8 Ave,,,,9 Ave & W 16 St,,,20039,Customer,NULL,0
5876,2013-06-02 11:48,,,Grand St & Havemeyer St,,,,Old Slip & Front St,,,17820,Customer,NULL,0
708,2013-06-02 11:48,,,W 13 St & 7 Ave,,,,W 14 St & The High Line,,,18450,Customer,NULL,0
200,2013-06-02 11:48,,,E 10 St & 5 Ave,,,,Lafayette St & E 8 St,,,18645,Customer,NULL,0
930,2013-06-02 11:48,,,Franklin St & W Broadway,,,,Christopher St & Greenwich St,,,18918,Customer,NULL,0
415,2013-06-02 11:48,,,Broadway & W 56 St,,,,W 49 St & 8 Ave,,,17117,Subscriber,1959,1
1618,2013-06-02 11:48,,,Pearl St & Anchorage Pl,,,,Bond St & Schermerhorn St,,,18323,Customer,NULL,0
1264,2013-06-02 11:48,,,William St & Pine St,,,,Cliff St & Fulton St,,,16105,Customer,NULL,0
230,2013-06-02 11:48,,,2 Ave & E 31 St,,,,E 15 St & 3 Ave,,,18493,Customer,NULL,0
1259,2013-06-02 11:48,,,8 Ave & W 52 St,,,,E 31 St & 3 Ave,,,17814,Customer,NULL,0
922,2013-06-02 11:48,,,Franklin St & W Broadway,,,,NULL,,,16489,Customer,NULL,0
428,2013-06-02 11:48,,,St Marks Pl & 2 Ave,,,,Cleveland Pl & Spring St,,,15638,Subscriber,1983,1
464,2013-06-02 11:48,,,FDR Drive & E 35 St,,,,E 15 St & 3 Ave,,,17705,Subscriber,1983,1
376,2013-06-02 11:48,,,W 43 St & 10 Ave,,,,Broadway & W 56 St,,,19347,Subscriber,1958,1
414,2013-06-02 11:48,,,W 26 St & 8 Ave,,,,8 Ave & W 52 St,,,16538,Subscriber,1978,2
1488,2013-06-02 11:49,,,Hicks St & Montague St,,,,Hicks St & Montague St,,,18423,Customer,NULL,0
1610,2013-06-02 11:49,,,Peck Slip & Front St,,,,Broadway & W 29 St,,,20216,Subscriber,1981,1
187,2013-06-02 11:48,,,Grand Army Plaza & Central Park S,,,,Grand Army Plaza & Central Park S,,,16482,Customer,NULL,0
1660,2013-06-02 11:49,,,Hicks St & Montague St,,,,Hicks St & Montague St,,,17855,Customer,NULL,0
413,2013-06-02 11:49,,,Liberty St & Broadway,,,,Duane St & Greenwich St,,,19119,Subscriber,1977,1
1572,2013-06-02 11:49,,,Pearl St & Anchorage Pl,,,,Bond St & Schermerhorn St,,,18313,Customer,NULL,0
1783,2013-06-02 11:49,,,Perry St & Bleecker St,,,,12 Ave & W 40 St,,,15825,Customer,NULL,0
1146,2013-06-02 11:49,,,Clermont Ave & Lafayette Ave,,,,Bedford Ave & S 9 St,,,16805,Customer,NULL,0
1335,2013-06-02 11:49,,,E 53 St & Lexington Ave,,,,E 58 St & 3 Ave,,,16039,Customer,NULL,0
827,2013-06-02 11:49,,,York St & Jay St,,,,Atlantic Ave & Furman St,,,19162,Subscriber,1986,1
1091,2013-06-02 11:49,,,Allen St & Stanton St,,,,Rivington St & Chrystie St,,,17842,Customer,NULL,0
858,2013-06-02 11:49,,,Great Jones St,,,,W 17 St & 8 Ave,,,16943,Subscriber,1986,2
1199,2013-06-02 11:49,,,Henry St & Poplar St,,,,Clinton St & Joralemon St,,,18221,Customer,NULL,0
1194,2013-06-02 11:49,,,William St & Pine St,,,,Cliff St & Fulton St,,,20222,Customer,NULL,0
734,2013-06-02 11:49,,,Franklin St & W Broadway,,,,W Broadway & Spring St,,,18930,Customer,NULL,0
721,2013-06-02 11:49,,,E 39 St & 3 Ave,,,,W 18 St & 6 Ave,,,16074,Customer,NULL,0
479,2013-06-02 11:49,,,W 53 St & 10 Ave,,,,W 52 St & 9 Ave,,,18116,Customer,NULL,0
778,2013-06-02 11:49,,,Broadway & Berry St,,,,1 Ave & E 44 St,,,16427,Customer,NULL,0
461,2013-06-02 11:49,,,W 13 St & 6 Ave,,,,LaGuardia Pl & W 3 St,,,17746,Subscriber,1960,1
1649,2013-06-02 11:49,,,W 49 St & 8 Ave,,,,9 Ave & W 16 St,,,17026,Customer,NULL,0
1253,2013-06-02 11:49,,,South End Ave & Liberty St,,,,Broadway & W 56 St,,,19625,Subscriber,1972,2
697,2013-06-02 11:49,,,Broadway & Battery Pl,,,,West Thames St,,,14859,Customer,NULL,0
1744,2013-06-02 11:49,,,W 52 St & 9 Ave,,,,9 Ave & W 22 St,,,16502,Customer,NULL,0
309,2013-06-02 11:49,,,W 14 St & The High Line,,,,Bank St & Washington St,,,16990,Subscriber,1969,1
2202,2013-06-02 11:50,,,Howard St & Centre St,,,,Howard St & Centre St,,,15824,Customer,NULL,0
911,2013-06-02 11:49,,,W 22 St & 8 Ave,,,,W 33 St & 7 Ave,,,15517,Customer,NULL,0
1212,2013-06-02 11:50,,,E 23 St & 1 Ave,,,,Lispenard St & Broadway,,,19118,Customer,NULL,0
304,2013-06-02 11:50,,,W 14 St & The High Line,,,,Bank St & Washington St,,,19466,Subscriber,1966,1
1707,2013-06-02 11:50,,,West St & Chambers St,,,,W 52 St & 11 Ave,,,17751,Customer,NULL,0
415,2013-06-02 11:50,,,9 Ave & W 22 St,,,,W 20 St & 11 Ave,,,15167,Subscriber,1964,1
719,2013-06-02 11:50,,,Lexington Ave & E 24 St,,,,Broadway & W 29 St,,,18429,Subscriber,1976,1
1257,2013-06-02 11:50,,,Lawrence St & Willoughby St,,,,Howard St & Centre St,,,19549,Customer,NULL,0
810,2013-06-02 11:50,,,Greenwich Ave & Charles St,,,,W 14 St & The High Line,,,16084,Subscriber,1969,2
1889,2013-06-02 11:50,,,3969.TEMP (Bike The Branches - Central Branch),,,,Lexington Ave & E 29 St,,,19178,Customer,NULL,0
760,2013-06-02 11:50,,,E 23 St & 1 Ave,,,,E 17 St & Broadway,,,19772,Customer,NULL,0
1286,2013-06-02 11:50,,,W 59 St & 10 Ave,,,,W 20 St & 11 Ave,,,17273,Customer,NULL,0
864,2013-06-02 11:50,,,W 13 St & 6 Ave,,,,Cleveland Pl & Spring St,,,15484,Customer,NULL,0
1880,2013-06-02 11:50,,,E 13 St & Avenue A,,,,Lexington Ave & E 29 St,,,18025,Customer,NULL,0
671,2013-06-02 11:50,,,Cleveland Pl & Spring St,,,,NULL,,,19251,Subscriber,1975,1
993,2013-06-02 11:50,,,John St & William St,,,,Lispenard St & Broadway,,,15934,Customer,NULL,0
765,2013-06-02 11:50,,,Lefferts Pl & Franklin Ave,,,,Clermont Ave & Lafayette Ave,,,16517,Customer,NULL,0
5447,2013-06-02 11:50,,,Grand St & Havemeyer St,,,,South St & Whitehall St,,,17226,Customer,NULL,0
1112,2013-06-02 11:50,,,Carmine St & 6 Ave,,,,S 5 Pl & S 5 St,,,18755,Customer,NULL,0
1176,2013-06-02 11:50,,,W 59 St & 10 Ave,,,,W 20 St & 11 Ave,,,14990,Customer,NULL,0
1856,2013-06-02 11:50,,,9 Ave & W 45 St,,,,Lexington Ave & E 29 St,,,16417,Customer,NULL,0
1414,2013-06-02 11:50,,,W 47 St & 10 Ave,,,,Cleveland Pl & Spring St,,,17324,Customer,NULL,0
1245,2013-06-02 11:51,,,W 22 St & 10 Ave,,,,West St & Chambers St,,,19839,Customer,NULL,0
931,2013-06-02 11:51,,,W 37 St & 5 Ave,,,,W 56 St & 10 Ave,,,20026,Subscriber,1975,1
576,2013-06-02 11:51,,,Mercer St & Bleecker St S,,,,6 Ave & Canal St,,,15299,Subscriber,1975,1
991,2013-06-02 11:51,,,Washington Pl & 6 Ave,,,,6 Ave & Broome St,,,18083,Subscriber,1976,1
1873,2013-06-02 11:48,,,12 Ave & W 40 St,,,,West Thames St,,,17599,Subscriber,1976,1
1802,2013-06-02 11:49,,,12 Ave & W 40 St,,,,West Thames St,,,18710,Subscriber,1974,2
